date,state,dataQualityGrade,deathConfirmed,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,positive,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease
04-05-20,SC,B,275,0,,0,6626,0,3622,64188,0
04-05-20,SD,C,,0,69,14,2668,37,1830,18713,296
04-05-20,TN,B,,9,499,8,13571,394,6081,211443,6836
04-05-20,TX,B,414,17,1533,0,32332,784,16090,407398,16838
04-05-20,UT,C,,0,,5,5317,142,2342,135825,3675
04-05-20,VA,A+,662,24,1463,100,19492,821,2547,135641,4821
04-05-20,VI,C,4,0,,0,66,0,51,1031,14
04-05-20,VT,C,52,0,15,0,906,5,,19414,563
04-05-20,WA,B,834,4,263,0,16518,386,,236165,6365
04-05-20,WI,A,340,1,348,13,9538,311,3973,100579,3499
04-05-20,WV,C,,0,73,0,1206,15,611,53239,1601
04-05-20,WY,C,,0,13,0,596,10,391,10464,238
03-05-20,AK,C,9,0,12,0,368,3,262,21578,179
03-05-20,AL,B,290,2,427,12,7725,291,,92500,291
03-05-20,AR,B,,3,100,13,3431,59,1999,52890,1308
03-05-20,AS,F,,0,,0,0,0,,57,0
03-05-20,AZ,A+,,14,732,56,8640,276,1597,81119,3122
03-05-20,CA,B,,44,4734,0,53616,1419,,715751,30703
03-05-20,CO,B,,10,883,6,16635,410,2650,91424,3582
03-05-20,CT,B,2089,97,1551,0,29287,523,4346,102493,2236
03-05-20,DC,B,,11,,0,5016,219,666,23102,1098
03-05-20,DE,B,220,11,284,0,5208,170,1640,33660,1163
03-05-20,FL,C,1403,15,,299,34841,632,,425243,12393
03-05-20,GA,A,,3,1410,6,28602,296,,172968,445
03-05-20,GU,F,,0,,0,150,2,126,3302,114
03-05-20,HI,B,,0,,0,620,1,541,33854,614
03-05-20,IA,B,,9,378,0,9169,528,3325,53186,6837
03-05-20,ID,C,,0,27,22,2061,26,1267,29651,316
03-05-20,IL,A,,59,4701,0,61499,2994,,319313,19417
03-05-20,IN,A+,1132,17,1398,0,19933,638,,145722,3879
03-05-20,KS,A,,3,,6,5030,284,286,36778,1836
03-05-20,KY,A,252,0,334,0,4879,0,1752,57648,0
03-05-20,LA,B,1845,19,1530,0,29340,200,17303,176160,3302
03-05-20,MA,A,4004,158,3617,129,68087,1824,,386680,6462
03-05-20,MD,A,1302,49,1635,141,25462,989,1666,133367,4636
03-05-20,ME,B,57,1,33,2,1185,33,706,20731,33
03-05-20,MI,A+,4516,62,2100,0,49029,357,15659,244390,7005
03-05-20,MN,A,419,24,373,40,9411,340,2596,92844,3164
03-05-20,MO,A,,1,896,0,8386,232,,97614,4494
03-05-20,MP,D,,0,,0,14,0,12,1335,387
03-05-20,MS,B,,12,667,33,7550,109,3413,77593,3118
03-05-20,MT,C,,0,5,0,455,0,404,15007,372
03-05-20,NC,B,422,2,475,0,11664,155,,143835,4360
03-05-20,ND,C,16,-8,31,0,1191,38,517,35095,1889
03-05-20,NE,D,,3,,0,5326,488,,34695,1772
03-05-20,NH,C,,3,103,7,2429,119,1107,27484,1222
03-05-20,NJ,A+,7871,155,5317,0,126744,3027,15642,275066,12754
03-05-20,NM,C,,12,164,0,3850,118,832,77977,3033
03-05-20,NV,D,,6,,0,5423,112,,53438,1087
03-05-20,NY,B,,280,9786,826,316415,3438,58950,985911,26894
03-05-20,OH,B,957,17,931,57,19914,579,,150166,4347
03-05-20,OK,A,,0,236,0,3972,121,2635,63776,121
03-05-20,OR,A+,,0,205,3,2680,45,860,62054,1918
03-05-20,PA,B,,26,2645,0,49267,962,,240641,5265
03-05-20,PR,D,53,2,171,0,988,15,,10301,15
03-05-20,RI,A+,,24,330,36,9703,181,565,75274,2183
03-05-20,SC,B,,8,,0,6626,137,3622,64188,2572
03-05-20,SD,C,,0,71,10,2631,43,1799,18417,326
03-05-20,TN,B,,1,510,10,13177,516,5814,204607,8331
03-05-20,TX,B,,20,1540,0,31548,1026,15544,390560,9912
03-05-20,UT,C,,1,,18,5175,194,2238,132150,3391
03-05-20,VA,B,644,44,1413,172,18671,940,2497,130820,5852
03-05-20,VI,C,,0,,0,66,0,51,1017,29
03-05-20,VT,C,,1,19,0,901,5,,18851,468
03-05-20,WA,B,,6,411,0,16132,84,,229800,1797
03-05-20,WI,A+,,5,348,17,9227,307,3723,97080,4266
03-05-20,WV,C,,2,73,0,1191,22,611,51638,2492
03-05-20,WY,C,,0,13,2,586,7,391,10226,184
02-05-20,AK,C,,0,10,0,365,1,261,21399,1074
02-05-20,AL,B,,9,420,15,7434,276,,92209,276
02-05-20,AR,B,,9,95,0,3372,51,1987,51582,1906
02-05-20,AS,F,,0,,0,0,0,,57,0
02-05-20,AZ,A+,,18,718,47,8364,402,1565,77997,3118
02-05-20,CA,B,,98,4722,0,52197,1755,,685048,30063
02-05-20,CO,B,,12,883,46,16225,457,2607,87842,3335
02-05-20,CT,B,1998,0,1592,0,28764,0,4346,100257,0
02-05-20,DC,B,,9,,0,4797,139,666,22004,869
02-05-20,DE,B,209,13,300,0,5038,120,1546,32497,922
02-05-20,FL,C,,74,,150,34209,703,,412850,16386
02-05-20,GA,A,,20,1440,118,28306,1036,,172523,6461
02-05-20,GU,F,,0,,0,148,2,131,3188,183
02-05-20,HI,B,,0,,2,619,1,532,33240,867
02-05-20,IA,A,,5,353,0,8641,757,3156,46349,757
02-05-20,ID,C,,0,23,0,2035,20,1215,29335,265
02-05-20,IL,A,,102,4717,0,58505,2450,,299896,15208
02-05-20,IN,A+,,54,1456,0,19295,665,,141843,7634
02-05-20,KS,A,,1,,7,4746,297,286,34942,1908
02-05-20,KY,A,,8,334,36,4879,171,1752,57648,1037
02-05-20,LA,B,1801,23,1545,0,29140,429,17303,172858,4607
02-05-20,MA,A,,130,3601,209,66263,1952,,380218,9197
02-05-20,MD,A,1258,47,1657,192,24473,1001,1590,128731,5128
02-05-20,ME,B,,1,36,4,1152,29,689,20698,29
02-05-20,MI,A+,4436,59,2100,0,48672,432,15659,237385,10338
02-05-20,MN,A,,24,389,63,9071,335,2002,89680,3730
02-05-20,MO,A,,14,896,0,8154,319,,93120,4131
02-05-20,MP,D,,0,,0,14,0,12,948,185
02-05-20,MS,B,,10,632,39,7441,229,3413,74475,2927
02-05-20,MT,C,,0,5,0,455,2,404,14635,432
02-05-20,NC,B,,21,502,0,11509,586,,139475,5643
02-05-20,ND,C,,1,32,4,1153,46,510,33206,2114
02-05-20,NE,D,,3,,0,4838,557,,32923,2124
02-05-20,NH,C,,9,103,8,2310,164,980,26262,1120
02-05-20,NJ,A+,7742,225,5713,0,123717,2527,15642,262312,5767
02-05-20,NM,C,,8,168,0,3732,219,812,74944,3826
02-05-20,NV,D,,4,,0,5311,84,,52351,1879
02-05-20,NY,B,,299,10350,718,312977,4663,57540,959017,31579
02-05-20,OH,B,940,19,1003,78,19335,592,,145819,5313
02-05-20,OK,A,,8,236,28,3851,103,2554,63655,103
02-05-20,OR,A,,5,209,4,2635,56,,60136,1960
02-05-20,PA,B,,64,2673,0,48305,1334,,235376,7928
02-05-20,PR,D,53,3,187,0,973,9,,10286,9
02-05-20,RI,A+,,17,333,40,9522,189,531,73091,3540
02-05-20,SC,B,,11,,0,6489,231,3622,61616,2237
02-05-20,SD,C,,0,71,8,2588,63,1759,18091,728
02-05-20,TN,B,,5,474,12,12661,770,5718,196276,10144
02-05-20,TX,B,,31,1725,0,30522,1293,14891,380648,28873
02-05-20,UT,C,,3,,15,4981,153,2185,128759,5757
02-05-20,VA,B,607,35,1426,84,17731,830,2312,124968,6613
02-05-20,VI,C,,0,,0,66,0,51,988,111
02-05-20,VT,C,,1,11,0,896,11,,18383,484
02-05-20,WA,B,,10,428,0,16048,112,,228003,2704
02-05-20,WI,A+,,7,352,47,8920,370,3698,92814,4107
02-05-20,WV,C,,2,76,0,1169,33,572,49146,2302
02-05-20,WY,C,,0,13,2,579,13,387,10042,340
01-05-20,AK,C,,0,25,1,364,9,254,20325,1206
01-05-20,AL,B,,10,495,30,7158,139,,91933,4737
01-05-20,AR,B,,3,95,12,3321,66,1973,49676,1297
01-05-20,AS,F,,0,,0,0,0,,57,54
01-05-20,AZ,A+,,10,709,49,7962,314,1528,74879,3093
01-05-20,CA,B,,91,4706,0,50442,1525,,654985,29648
01-05-20,CO,B,,43,931,50,15768,484,2553,84507,3336
01-05-20,CT,B,1924,82,1592,7758,28764,1064,4346,100257,3124
01-05-20,DC,B,,7,,0,4658,335,666,21135,1056
01-05-20,DE,B,197,12,281,0,4918,184,1403,31575,743
01-05-20,FL,C,,24,,0,33506,977,,396464,18225
01-05-20,GA,A,,34,1500,113,27270,1115,,166062,4881
01-05-20,GU,F,,0,,0,146,0,131,3005,897
01-05-20,HI,B,,0,,1,618,5,526,32373,736
01-05-20,IA,A,,8,345,0,7884,739,2899,45592,2925
01-05-20,ID,C,,3,28,3,2015,31,1175,29070,377
01-05-20,IL,A,,102,4900,0,56055,3137,,284688,14821
01-05-20,IN,A+,,61,1431,0,18630,795,,134209,6836
01-05-20,KS,A,,1,,11,4449,211,280,33034,1408
01-05-20,KY,A,,5,330,16,4708,169,1675,56611,2510
01-05-20,LA,B,1740,65,1607,0,28711,710,17303,168251,6942
01-05-20,MA,A,,154,3716,227,64311,2106,,371021,17290
01-05-20,MD,A,1214,50,1668,159,23472,1730,1517,123603,5278
01-05-20,ME,B,,2,37,7,1123,28,657,20669,28
01-05-20,MI,A+,4376,86,2319,0,48240,735,8342,227047,10598
01-05-20,MN,A,,28,369,52,8736,620,1911,85950,4485
01-05-20,MO,A,,8,883,0,7835,273,,88989,4919
01-05-20,MP,D,,0,,0,14,0,12,763,164
01-05-20,MS,B,,20,651,51,7212,397,3413,71548,5208
01-05-20,MT,C,,0,5,0,453,0,397,14203,289
01-05-20,NC,B,,21,547,0,10923,414,,133832,5796
01-05-20,ND,C,,4,27,1,1107,40,482,31092,2089
01-05-20,NE,D,,2,,0,4281,497,,30799,2672
01-05-20,NH,C,,6,112,3,2146,92,980,25142,1279
01-05-20,NJ,A+,7538,336,5972,0,121190,2538,15642,256545,8627
01-05-20,NM,C,,8,159,51,3513,102,785,71118,3249
01-05-20,NV,D,,8,,0,5227,229,,50472,1544
01-05-20,NY,B,,289,10993,824,308314,3942,56187,927438,26802
01-05-20,OH,B,922,27,,101,18743,716,,140506,6616
01-05-20,OK,A,,8,255,12,3748,130,2467,63552,130
01-05-20,OR,A,,1,208,13,2579,69,,58176,2144
01-05-20,PA,B,,62,2683,0,46971,1208,,227448,6083
01-05-20,PR,D,51,0,200,0,964,9,,10277,9
01-05-20,RI,A+,,13,352,41,9333,317,485,69551,3201
01-05-20,SC,B,,12,,110,6258,163,3622,59379,2867
01-05-20,SD,C,,4,69,6,2525,76,1686,17363,335
01-05-20,TN,B,,5,529,68,11891,1156,5546,186132,8506
01-05-20,TX,B,,34,1778,0,29229,1142,14122,351775,21475
01-05-20,UT,C,,0,,13,4828,156,2062,123002,3763
01-05-20,VA,B,572,29,1431,0,16901,1055,2196,118355,5440
01-05-20,VI,C,,0,,0,66,0,51,877,4
01-05-20,VT,C,,1,19,0,885,6,,17899,1048
01-05-20,WA,B,,13,470,0,15936,317,,225299,5695
01-05-20,WI,A+,,11,341,32,8550,498,3352,88707,3806
01-05-20,WV,C,,5,81,0,1136,18,555,46844,2303
01-05-20,WY,C,,0,13,0,566,7,373,9702,241
30-04-20,AK,C,,0,19,0,355,0,252,19119,0
30-04-20,AL,B,,24,479,33,7019,177,,87196,6747
30-04-20,AR,B,,2,95,13,3255,63,1305,48379,2930
30-04-20,AS,F,,0,,0,0,0,,3,0
30-04-20,AZ,A+,,16,755,53,7648,446,1499,71786,2973
30-04-20,CA,B,,95,4981,0,48917,2417,,625337,22198
30-04-20,CO,B,,11,959,76,15284,526,2486,81171,3312
30-04-20,CT,C,1862,89,1650,0,27700,933,,97133,2315
30-04-20,DC,B,,19,,0,4323,217,660,20079,850
30-04-20,DE,B,185,6,296,0,4734,79,1275,30832,848
30-04-20,FL,C,,50,,171,32529,514,,378239,9670
30-04-20,GA,A,,27,,100,26155,532,,161181,15956
30-04-20,GU,F,,0,,0,146,1,131,2108,261
30-04-20,HI,B,,0,,0,613,4,516,31637,1324
30-04-20,IA,B,,14,335,0,7145,302,2697,42667,1330
30-04-20,ID,C,,0,36,2,1984,32,1121,28693,453
30-04-20,IL,A,,140,4953,0,52918,2563,,269867,13200
30-04-20,IN,A+,,49,1466,0,17835,653,,127373,6239
30-04-20,KS,A,,4,,8,4238,500,272,31626,2168
30-04-20,KY,A,,10,325,28,4539,164,1668,54101,1691
30-04-20,LA,B,1729,60,1601,0,28001,341,17303,161309,4741
30-04-20,MA,A,,157,3803,184,62205,1940,,353731,16874
30-04-20,MD,A,1167,58,1711,157,21742,893,1432,118325,5433
30-04-20,ME,B,,1,35,4,1095,39,631,20641,39
30-04-20,MI,A+,4317,99,2319,0,47505,1017,8342,216449,11588
30-04-20,MN,A,,24,365,94,8116,648,1829,81465,4347
30-04-20,MO,A,,11,853,0,7562,137,,84070,4942
30-04-20,MP,D,,0,,0,14,0,12,599,375
30-04-20,MS,B,,11,639,49,6815,246,3413,66340,246
30-04-20,MT,C,,0,5,0,453,2,392,13914,386
30-04-20,NC,B,,24,546,0,10509,561,,128036,9596
30-04-20,ND,C,,0,30,3,1067,34,458,29003,2030
30-04-20,NE,D,,13,,0,3784,410,,28127,1958
30-04-20,NH,C,,6,107,10,2054,44,980,23863,1605
30-04-20,NJ,A+,7228,480,6137,0,118652,2388,15642,247918,6600
30-04-20,NM,C,,11,172,0,3411,198,760,67869,2784
30-04-20,NV,D,,12,,0,4998,100,,48928,1574
30-04-20,NY,B,,306,11598,950,304372,4681,54771,900636,28155
30-04-20,OH,B,898,38,,112,18027,724,,133890,4982
30-04-20,OK,A,,8,291,10,3618,145,2401,63422,2155
30-04-20,OR,A,,2,243,9,2510,64,,56032,1560
30-04-20,PA,B,,97,2707,0,45763,1397,,221365,6482
30-04-20,PR,D,51,6,201,0,955,51,,10268,51
30-04-20,RI,A+,,15,339,146,9016,348,461,66350,3819
30-04-20,SC,B,,41,,0,6095,214,3252,56512,2295
30-04-20,SD,C,,4,76,8,2449,76,1573,17028,195
30-04-20,TN,B,,4,605,32,10735,369,5338,177626,9077
30-04-20,TX,B,,50,1686,0,28087,1033,13353,330300,15510
30-04-20,UT,C,,1,,7,4672,177,1939,119239,4049
30-04-20,VA,B,543,30,1550,46,15846,885,2104,112915,6644
30-04-20,VI,C,,0,,0,66,4,51,873,79
30-04-20,VT,C,,2,23,0,879,13,,16851,256
30-04-20,WA,B,,15,474,0,15619,248,,219604,5526
30-04-20,WI,A+,,8,359,23,8052,392,3352,84901,4245
30-04-20,WV,C,,3,84,0,1118,23,545,44541,1470
30-04-20,WY,C,,0,13,0,559,15,371,9461,236
29-04-20,AK,B,,0,14,0,355,4,240,19119,2030
29-04-20,AL,B,,3,498,34,6842,155,,80449,4622
29-04-20,AR,B,,7,93,98,3192,81,1249,45449,4778
29-04-20,AS,F,,0,,0,0,0,,3,0
29-04-20,AZ,A+,,11,756,60,7202,254,1475,68813,1375
29-04-20,CA,B,,78,5011,0,46500,1469,,603139,25531
29-04-20,CO,B,,30,966,50,14758,442,2415,77859,2754
29-04-20,CT,C,1764,79,1691,0,26767,455,,94818,2073
29-04-20,DC,B,,15,,0,4106,112,660,19229,344
29-04-20,DE,B,179,12,326,0,4655,80,1173,29984,831
29-04-20,FL,C,,86,,358,32015,343,,368569,7013
29-04-20,GA,A,,67,,242,25623,1008,,145225,5311
29-04-20,GU,D,,0,,0,145,1,130,1847,165
29-04-20,HI,B,,0,,1,609,2,505,30313,306
29-04-20,IA,B,,12,323,0,6843,467,2428,41337,1514
29-04-20,ID,C,,2,39,1,1952,35,1087,28240,8188
29-04-20,IL,A,,90,5036,0,50355,2253,,256667,14478
29-04-20,IN,A,,164,1484,0,17182,594,,121134,6039
29-04-20,KS,A,,1,,11,3738,247,266,29458,1368
29-04-20,KY,A,,12,320,50,4375,229,1617,52410,3612
29-04-20,LA,B,1703,44,1629,0,27660,374,17303,156568,5460
29-04-20,MA,A,,252,3856,243,60265,1963,,336857,15514
29-04-20,MD,A,1110,69,1610,134,20849,736,1361,112892,3055
29-04-20,ME,B,,1,32,3,1056,16,615,20602,2778
29-04-20,MI,A+,4232,88,2498,0,46488,950,8342,204861,10413
29-04-20,MN,A,,18,320,38,7468,680,1724,77118,7082
29-04-20,MO,A,,4,891,0,7425,122,,79128,3979
29-04-20,MP,D,,0,,0,14,0,12,224,159
29-04-20,MS,B,,11,677,38,6569,227,3413,66094,1682
29-04-20,MT,C,,1,5,0,451,0,382,13528,337
29-04-20,NC,B,,12,551,0,9948,380,,118440,5688
29-04-20,ND,C,,0,28,3,1033,42,437,26973,2044
29-04-20,NE,D,,0,,0,3374,16,,26169,18
29-04-20,NH,C,,0,106,3,2010,72,936,22258,582
29-04-20,NJ,A+,6770,349,6289,0,116264,2408,15642,241318,6959
29-04-20,NM,C,,2,163,27,3213,239,734,65085,3340
29-04-20,NV,D,,6,,0,4898,93,,47354,1265
29-04-20,NY,B,,377,12159,1088,299691,4585,53238,872481,27487
29-04-20,OH,B,856,138,,81,17303,534,,128908,5561
29-04-20,OK,A,,7,283,37,3473,63,2319,61267,1568
29-04-20,OR,A,,9,227,15,2446,92,,54472,3274
29-04-20,PA,B,,479,2781,0,44366,1102,,214883,5795
29-04-20,PR,D,51,0,125,0,904,6,,10217,6
29-04-20,RI,A+,,12,269,18,8668,372,391,62531,2673
29-04-20,SC,B,,26,,56,5881,268,3252,54217,2072
29-04-20,SD,C,,2,69,8,2373,60,1492,16833,221
29-04-20,TN,B,,7,614,119,10366,314,5140,168549,6621
29-04-20,TX,B,,42,1702,0,27054,883,12507,314790,14406
29-04-20,UT,C,,0,,13,4495,152,1790,115190,4750
29-04-20,VA,B,513,30,1566,186,14961,622,2042,106271,4089
29-04-20,VI,C,,0,,0,62,3,51,794,16
29-04-20,VT,C,,0,26,0,866,4,,16595,165
29-04-20,WA,B,,21,490,0,15371,328,,214078,5696
29-04-20,WI,A,,8,350,33,7660,269,,80656,3676
29-04-20,WV,C,,1,102,0,1095,16,504,43071,16
29-04-20,WY,C,,0,12,0,544,8,362,9225,463
28-04-20,AK,B,,0,16,1,351,6,228,17089,833
28-04-20,AL,B,,20,530,39,6687,188,,75827,1830
28-04-20,AR,B,,2,104,0,3111,94,1146,40671,214
28-04-20,AS,F,,0,,0,0,0,,3,0
28-04-20,AZ,A+,,18,737,52,6948,232,1450,67438,895
28-04-20,CA,B,,54,4983,0,45031,1567,,577608,24199
28-04-20,CO,B,,30,964,86,14316,437,2275,75105,2702
28-04-20,CT,C,1639,91,1732,0,26312,1043,,92745,12934
28-04-20,DC,B,,5,,0,3994,102,660,18885,469
28-04-20,DE,B,170,11,337,0,4575,413,1096,29153,730
28-04-20,FL,C,,53,,55,31672,748,,361556,11763
28-04-20,GA,B,,55,,133,24615,702,,139914,3735
28-04-20,GU,D,,0,3,0,144,2,129,1682,116
28-04-20,HI,C,,2,,0,607,1,493,30007,249
28-04-20,IA,B,,9,304,0,6376,508,2164,39823,1673
28-04-20,ID,C,,2,41,3,1917,20,1039,20052,28
28-04-20,IL,A,,142,4738,0,48102,2219,,242189,14561
28-04-20,IN,B,,57,1518,0,16588,627,,115095,5640
28-04-20,KS,C,,4,,8,3491,163,,28090,923
28-04-20,KY,A,,5,313,7,4146,72,1521,48798,324
28-04-20,LA,B,1660,61,1666,0,27286,218,17303,151108,4119
28-04-20,MA,B,,150,3875,278,58302,1840,,321343,15275
28-04-20,MD,A,1042,54,1528,167,20113,626,1295,109837,2827
28-04-20,ME,B,,0,33,2,1040,17,585,17824,17
28-04-20,MI,A+,4136,99,2623,0,45538,829,8342,194448,8767
28-04-20,MN,A,,15,314,51,6788,601,1611,70036,3346
28-04-20,MO,B,,26,655,0,7303,132,,75149,1136
28-04-20,MP,D,,0,,0,14,0,12,65,0
28-04-20,MS,B,,10,639,28,6342,248,,64412,950
28-04-20,MT,C,,1,10,0,451,2,356,13191,158
28-04-20,NC,B,,36,463,0,9568,426,,112752,2832
28-04-20,ND,C,,0,25,2,991,49,409,24929,1454
28-04-20,NE,D,,-1,,0,3358,330,,26151,1249
28-04-20,NH,C,,0,99,4,1938,74,798,21676,647
28-04-20,NJ,A+,6442,428,6476,0,113856,2668,15642,234359,6584
28-04-20,NM,C,,6,157,28,2974,151,705,61745,2942
28-04-20,NV,F,,6,,0,4805,115,,46089,1482
28-04-20,NY,B,,335,12646,760,295106,3110,51673,844994,18899
28-04-20,OH,B,757,46,,108,16769,444,,123347,3330
28-04-20,OK,A,,10,288,0,3410,130,2260,59699,6528
28-04-20,OR,B,,0,249,0,2354,0,,51198,0
28-04-20,PA,B,,119,2781,0,43264,1214,,209088,5666
28-04-20,PR,D,,2,132,0,898,3,,10211,3
28-04-20,RI,A+,,6,266,14,8296,324,466,59858,1869
28-04-20,SC,B,,3,,0,5613,123,2830,52145,1384
28-04-20,SD,C,,0,69,7,2313,68,1392,16612,237
28-04-20,TN,B,,4,611,57,10052,134,4921,161928,7526
28-04-20,TX,B,,27,1682,0,26171,874,11786,300384,9867
28-04-20,UT,C,,4,,21,4343,110,1704,110440,3703
28-04-20,VA,B,487,34,1508,124,14339,804,1914,102182,3254
28-04-20,VI,D,,0,,0,59,0,51,778,3
28-04-20,VT,C,,0,29,0,862,0,,16430,293
28-04-20,WA,B,,16,436,0,15043,295,,208382,5968
28-04-20,WI,A,,19,351,41,7391,230,,76980,3105
28-04-20,WV,B,,1,87,0,1079,16,481,43055,16
28-04-20,WY,C,,0,16,2,536,16,343,8762,445
27-04-20,AK,B,,0,10,0,345,4,218,16256,79
27-04-20,AL,B,,6,426,27,6499,229,,73997,446
27-04-20,AR,B,,1,109,0,3017,76,987,40457,988
27-04-20,AS,F,,0,,0,0,0,,3,0
27-04-20,AZ,A+,,0,647,56,6716,190,1418,66543,1732
27-04-20,CA,B,,45,4878,0,43464,1300,,553409,27325
27-04-20,CO,B,,26,994,47,13879,438,2275,72403,2659
27-04-20,CT,C,1544,74,1758,0,25269,0,,79811,0
27-04-20,DC,B,,7,402,0,3892,51,659,18416,348
27-04-20,DE,B,159,13,325,0,4162,128,996,28423,1048
27-04-20,FL,C,,7,,56,30924,519,,349793,8877
27-04-20,GA,B,,59,,322,23913,512,,136179,11750
27-04-20,GU,D,,0,3,0,142,1,128,1566,38
27-04-20,HI,C,,0,,0,606,3,488,29758,576
27-04-20,IA,B,,9,300,0,5868,392,2021,38150,2060
27-04-20,ID,C,,0,36,0,1897,10,983,20024,526
27-04-20,IL,A,,50,4672,0,45883,1980,,227628,12676
27-04-20,IN,B,,31,1493,0,15961,949,,109455,2287
27-04-20,KS,C,,2,,11,3328,154,,27167,940
27-04-20,KY,A,,3,308,8,4074,169,1511,48474,1916
27-04-20,LA,B,1599,27,1683,0,27068,295,17303,146989,3953
27-04-20,MA,B,,104,3892,133,56462,1524,,306068,13795
27-04-20,MD,A,990,44,1513,139,19487,906,1263,107010,4033
27-04-20,ME,B,,1,39,2,1023,8,549,17807,8
27-04-20,MI,A+,4049,112,2667,0,44709,920,8342,185681,7461
27-04-20,MN,A,,14,292,32,6187,675,1556,66690,2017
27-04-20,MO,B,,14,679,0,7171,174,,74013,1298
27-04-20,MP,D,,0,,0,14,0,11,65,0
27-04-20,MS,B,,2,590,59,6094,183,,63462,2674
27-04-20,MT,C,,0,11,0,449,1,352,13033,171
27-04-20,NC,B,,7,473,0,9142,312,,109920,2026
27-04-20,ND,C,,2,23,6,942,75,350,23475,1994
27-04-20,NE,D,,3,,0,3028,296,,24902,1281
27-04-20,NH,C,,0,101,4,1864,77,779,21029,631
27-04-20,NJ,A,6044,139,6407,0,111188,2150,,227775,4631
27-04-20,NM,C,,5,155,69,2823,97,666,58803,2188
27-04-20,NV,F,,10,,0,4690,88,,44607,499
27-04-20,NY,B,,337,12819,1062,291996,3951,50751,826095,20745
27-04-20,OH,B,712,25,,54,16325,362,,120017,3631
27-04-20,OK,A,,2,306,3,3280,27,2167,53171,27
27-04-20,OR,B,,1,249,8,2354,43,,51198,2234
27-04-20,PA,B,,47,2800,0,42050,885,,203422,4829
27-04-20,PR,D,,0,140,0,895,4,,10208,4
27-04-20,RI,A+,,7,266,27,7972,203,452,57989,2625
27-04-20,SC,B,,0,,0,5490,0,3701,50761,0
27-04-20,SD,C,,0,61,15,2245,33,1316,16375,101
27-04-20,TN,B,,3,618,9,9918,251,4720,154402,6928
27-04-20,TX,B,,15,1563,0,25297,666,11170,290517,14496
27-04-20,UT,C,,0,,4,4233,110,1641,106737,2337
27-04-20,VA,B,454,10,1455,1284,13535,565,1843,98928,3742
27-04-20,VI,D,,0,,0,59,2,51,775,18
27-04-20,VT,C,,1,33,0,862,7,,16137,571
27-04-20,WA,B,,11,536,0,14748,369,,202414,5797
27-04-20,WI,A,,9,335,18,7161,198,,73875,2248
27-04-20,WV,B,,2,100,0,1063,19,455,43039,3976
27-04-20,WY,C,,0,16,0,520,18,342,8317,18
26-04-20,AK,B,,0,14,0,341,2,217,16177,445
26-04-20,AL,B,,4,384,6,6270,133,,73551,2207
26-04-20,AR,B,,2,104,0,2941,112,985,39469,1416
26-04-20,AS,F,,0,,0,0,0,,3,0
26-04-20,AZ,A+,,9,671,44,6526,246,1383,64811,2303
26-04-20,CA,B,,59,4928,0,42164,1027,,526084,20049
26-04-20,CO,B,,8,1007,28,13441,473,2150,69744,3237
26-04-20,CT,C,1423,62,1766,0,25269,687,,79811,2209
26-04-20,DC,B,,13,402,0,3841,142,657,18068,766
26-04-20,DE,B,147,13,317,0,4034,458,911,27375,1266
26-04-20,FL,C,,19,,110,30405,795,,340916,16900
26-04-20,GA,B,,8,,33,23401,706,,124429,3402
26-04-20,GU,D,,0,2,0,141,0,128,1528,79
26-04-20,HI,C,,1,,1,603,2,482,29182,617
26-04-20,IA,B,,6,286,0,5476,384,1900,36090,1740
26-04-20,ID,C,,2,38,1,1887,17,938,19498,17
26-04-20,IL,A,,59,4595,0,43903,2126,,214952,13335
26-04-20,IN,B,,28,1446,0,15012,617,,107168,2745
26-04-20,KS,C,,1,,11,3174,118,,26227,1028
26-04-20,KY,A,,5,301,123,3905,126,1501,46558,1596
26-04-20,LA,B,,26,1701,0,26773,261,14927,143036,4034
26-04-20,MA,B,,22,3879,139,54938,1590,,292273,6208
26-04-20,MD,A,950,53,1463,202,18581,815,1177,102977,4288
26-04-20,ME,B,,0,39,3,1015,25,532,17799,25
26-04-20,MI,A+,3957,107,2757,0,43789,526,8342,178220,6002
26-04-20,MN,A,,28,285,32,5512,385,1502,64673,2564
26-04-20,MO,B,,1,679,0,6997,171,,72715,2727
26-04-20,MP,D,,0,,0,14,0,11,65,0
26-04-20,MS,B,,6,644,5,5911,193,,60788,1831
26-04-20,MT,C,,0,11,0,448,3,339,12862,365
26-04-20,NC,B,,10,451,0,8830,207,,107894,2629
26-04-20,ND,C,,1,18,1,867,64,326,21481,1188
26-04-20,NE,D,,3,,0,2732,311,,23621,1473
26-04-20,NH,C,,7,95,14,1787,67,777,20398,830
26-04-20,NJ,A,5938,102,6573,0,109038,3515,,223144,9458
26-04-20,NM,C,,6,148,0,2726,66,650,56615,2880
26-04-20,NV,F,,6,,0,4602,63,,44108,718
26-04-20,NY,B,,367,12839,1096,288045,5902,49687,805350,27782
26-04-20,OH,B,687,17,,63,15963,376,,116386,4403
26-04-20,OK,A,,1,306,16,3253,60,2139,53144,60
26-04-20,OR,B,,4,249,10,2311,58,,48964,1587
26-04-20,PA,B,,13,2736,0,41165,1116,,198593,5658
26-04-20,PR,D,,1,146,0,891,13,,10204,13
26-04-20,RI,A+,,11,258,115,7769,276,433,55364,2599
